Incident_ID,Month,Day,Year,Date,School,Victims_Killed,Victims_Wounded,Number_Victims,Shooter_Killed,Quarter,City,State,School_Level,Location,Location_Type,During_Classes,Duration_min,Situation,Targets,Shots_Fired
20230427VAGER,4,27,2023,27-04-23,George Wythe High School,0,2,2,0,Spring,Richmond,VA,High,Parking Lot,Outside on School Property,Yes,1,,,99
20230427GACHK,4,27,2023,27-04-23,Chalker Elementary School,0,0,0,0,Spring,Kennesaw,GA,Elementary,Beside Building,Outside on School Property,No,1,Intentional Property Damage,Neither,99
20230426MNLIH,4,26,2023,26-04-23,Lincoln Elementary School,0,0,0,0,Spring,Hibbing,MN,Elementary,Playground,Outside on School Property,Yes,1,Drive-by Shooting,Random Shooting,99
20230426CTJON,4,26,2023,26-04-23,John C. Daniels School,0,0,0,0,Spring,New Haven,CT,K-8,Parking Lot,Outside on School Property,Yes,1,Drive-by Shooting,,17
20230425NVCOH,4,25,2023,25-04-23,Coral Academy Cadence Campus,0,0,0,0,Spring,Henderson,NV,K-8,Front of School,Outside on School Property,No,1,Intentional Property Damage,Neither,99
20230425CAKIL,4,25,2023,25-04-23,King Drew Magnet High School,1,0,1,0,Spring,Los Angles,CA,High,Front of School,Outside on School Property,Yes,1,,Victims Targeted,99
20230423VAJOD,4,23,2023,23-04-23,Johnson Elementary School,0,0,0,0,Spring,Danville,VA,Elementary,Basketball Court,Outside on School Property,No,1,Escalation of Dispute,Victims Targeted,99
20230420ARLIL,4,20,2023,20-04-23,Little Rock Central High,0,0,0,0,Spring,Little Rock,AR,High,Beside Building,Outside on School Property,Yes,1,,,99
20230419FLFOA,4,19,2023,19-04-23,Forest City Elementary School,0,0,0,0,Spring,Altamonte Springs,FL,Elementary,Parking Lot,Outside on School Property,Yes,1,Escalation of Dispute,Victims Targeted,0
20230418TXRIH,4,18,2023,18-04-23,Ridgemont Elementary School,1,1,2,0,Spring,Houston,TX,Elementary,Parking Lot,Outside on School Property,No,1,,Victims Targeted,99
20230417LASON,4,17,2023,17-04-23,Sophie B. Wright Charter School,0,0,0,0,Spring,New Orleans,LA,High,School Bus,School Bus,Yes,1,Drive-by Shooting,Both,99
20230414WIWAW,4,14,2023,14-04-23,Waukesha North High School,0,0,0,0,Spring,Waukesha,WI,High,Off School Property,Off School Property,Yes,1,,,0
20230414PAWOP,4,14,2023,14-04-23,Swissvale School Bus,0,0,0,0,Spring,Pittsburgh,PA,K-12,School Bus,School Bus,Yes,1,Drive-by Shooting,Both,99
20230414AZDEP,4,14,2023,14-04-23,Desert Sands Middle School,1,0,1,0,Spring,Phoenix,AZ,Middle,Front of School,Outside on School Property,No,1,Illegal Activity,Victims Targeted,99
20230413ILCHC,4,13,2023,13-04-23,Chicago School Bus,0,0,0,0,Spring,Chicago,IL,K-12,School Bus,School Bus,Yes,1,Illegal Activity,Both,99
20230412TXLOH,4,12,2023,12-04-23,Louie Welch Middle School,0,1,1,0,Spring,Houston,TX,Middle,Front of School,Outside on School Property,Yes,1,Escalation of Dispute,Both,14
20230412CACES,4,12,2023,12-04-23,Cesar Chavez High School,1,1,2,0,Spring,Stockton,CA,High,Basketball Court,Off School Property,Yes,1,Escalation of Dispute,Victims Targeted,99
20230407WACHS,4,7,2023,07-04-23,Chief Sealth International High School,1,0,1,0,Spring,Seattle,WA,High,Front of School,Outside on School Property,No,1,,Victims Targeted,99
20230406NCSOW,4,6,2023,06-04-23,South Central High School,0,1,1,0,Spring,Winterville,NC,High,School Bus,School Bus,Yes,1,Accidental,Neither,1
20230405SCHOG,4,5,2023,05-04-23,Hollis Elementary School,0,0,0,0,Spring,Greenville,SC,Elementary,Playground,Outside on School Property,No,1,Drive-by Shooting,Victims Targeted,99
20230405OHROC,4,5,2023,05-04-23,Rothenberg Preparatory Academy,0,0,0,0,Spring,Cincinnati,OH,K-12,Front of School,Outside on School Property,Yes,1,Escalation of Dispute,Neither,99
20230404TXCHH,4,4,2023,04-04-23,Chavez High School,0,0,0,0,Spring,Houston,TX,High,Office,Inside School Building,Yes,1,Suicide/Attempted,Victims Targeted,0
20230404OHWOC,4,4,2023,04-04-23,Woodward Career Technical School,0,2,2,0,Spring,Cincinnati,OH,High,Front of School,Outside on School Property,Yes,1,Drive-by Shooting,Victims Targeted,99
20230403PAFAP,4,3,2023,03-04-23,Father Judge High School,0,2,2,0,Spring,Philadelphia,PA,High,Front of School,Outside on School Property,No,1,,Victims Targeted,6
20230331NCLIR,3,27,2023,27-03-23,Ligon Magnet Middle School,0,0,0,1,Spring,Raleigh,NC,Middle,Parking Lot,Outside on School Property,Yes,1,Indiscriminate Shooting,Random Shooting,99
20230331MSGNJ,3,31,2023,31-03-23,G.N. Smith Elementary School,0,2,2,0,Spring,Jackson,MS,Elementary,Front of School,Outside on School Property,Yes,1,Drive-by Shooting,Victims Targeted,99
20230331DCCAD,3,31,2023,31-03-23,Cardozo Education Campus,0,1,1,0,Spring,Washington,DC,High,Front of School,Outside on School Property,Yes,1,,,99
20230331CAWOC,3,31,2023,31-03-23,Woodson Elementary School,0,1,1,0,Spring,Corning,CA,Elementary,Parking Lot,Outside on School Property,No,1,,,
20230331CAJAR,3,31,2023,31-03-23,Jackson Heights Elementary School,0,0,0,1,Spring,Red Bluff,CA,Elementary,Outside on School Property,Outside on School Property,Yes,1,Suicide/Attempted,Neither,99
20230330NCFOW,3,30,2023,30-03-23,Forsyth Technical Community College (high school enrollment day),0,1,1,0,Spring,Winston-Salem,NC,High,Bathroom,Off School Property,Yes,1,Accidental,Neither,1
20230329MDBRO,3,29,2023,29-03-23,Brooke Grove Elementary School,0,0,0,0,Spring,Olney,MD,Middle,Parking Lot,Outside on School Property,No,1,Escalation of Dispute,Victims Targeted,99
20230329GANED,3,29,2023,29-03-23,New Manchester High School,0,0,0,1,Spring,Douglasville,GA,High,Football Field/Track,Outside on School Property,Yes,5,,Neither,0
20230327TNCON,3,27,2023,27-03-23,Covenant School,6,1,7,1,Spring,Nashville,TN,Elementary,Inside School Building,Inside School Building,Yes,17,Indiscriminate Shooting,Random Shooting,152
20230324NJTHM,3,24,2023,24-03-23,Thunderbolt Academy,0,0,0,0,Spring,Millville,NJ,High,Front of School,Outside on School Property,Yes,1,,Victims Targeted,99
20230324INNOM,3,24,2023,24-03-23,Northridge Middle School,0,0,0,1,Spring,Middlebury,IN,Middle,Parking Lot,Outside on School Property,Yes,1,Suicide/Attempted,Victims Targeted,1
20230323TNHAM,3,23,2023,23-03-23,Hamilton High Schol,0,0,0,0,Spring,Memphis,TN,High,Outside on School Property,Outside on School Property,Yes,1,Escalation of Dispute,Victims Targeted,99
20230322PAHAP,3,22,2023,22-03-23,Hardy Williams Mastery Charter School,0,0,0,0,Spring,Philadelphia,PA,K-12,Beside Building,Outside on School Property,Yes,1,,Victims Targeted,15
20230322COEAD,3,22,2023,22-03-23,East High School,0,2,2,1,Spring,Denver,CO,High,Office,Inside School Building,Yes,1,Anger Over Grade/Suspension/Discipline,Victims Targeted,99
20230322ALANA,3,22,2023,22-03-23,Anniston High School,0,1,1,0,Spring,Anniston,AL,High,Inside School Building,Inside School Building,Yes,1,Accidental,Neither,1
20230321TXTHD,3,21,2023,21-03-23,Thomas Jefferson High School,0,1,1,0,Spring,Dallas,TX,High,Parking Lot,Outside on School Property,Yes,1,Escalation of Dispute,Victims Targeted,99
20230320TXLAA,3,20,2023,20-03-23,Lamar High School,1,1,2,0,Spring,Arlington,TX,High,Front of School,Outside on School Property,Yes,1,,Victims Targeted,2
20230319ORFOS,3,19,2023,19-03-23,Foster Elementary School,0,0,0,0,Spring,Sweet Home,OR,Elementary,Beside Building,Outside on School Property,No,1,Psychosis,Neither,6
20230316NYPSB,3,16,2023,16-03-23,PS 49 Willis Avenue School,0,1,1,0,Spring,Bronx,NY,Elementary,Basketball Court,Outside on School Property,No,1,Escalation of Dispute,Victims Targeted,10
20230316NCLOD,3,16,2023,16-03-23,Lowe's Grove Middle School,0,0,0,0,Spring,Durham,NC,Middle,Inside School Building,Inside School Building,Yes,1,Illegal Activity,Victims Targeted,0
20230316DCCOW,3,16,2023,16-03-23,Coolidge High School,0,0,0,0,Spring,Washington,DC,High,Front of School,Outside on School Property,Yes,1,Illegal Activity,Victims Targeted,5
20230315MICEW,3,15,2023,15-03-23,Century Park Learning Center,0,0,0,0,Spring,Wyoming,MI,Elementary,Outside on School Property,Outside on School Property,Yes,1,,,10
20230315COINB,3,15,2023,15-03-23,Innovation and Options Charter School,0,1,1,0,Spring,Brighton,CO,High,Outside on School Property,Outside on School Property,Yes,1,Escalation of Dispute,Victims Targeted,15
20230315CALIG,3,15,2023,15-03-23,Liberty Ranch High School,0,2,2,0,Spring,Galt,CA,High,Front of School,Outside on School Property,No,1,Drive-by Shooting,Victims Targeted,99
20230314NYMAM,3,14,2023,14-03-23,Martin Luther King Jr. Educational Campus,0,1,1,0,Spring,New York,NY,High,Front of School,Outside on School Property,Yes,1,Escalation of Dispute,Victims Targeted,3
20230314NYHAN,3,14,2023,14-03-23,Harlem Renaissance High School,0,2,2,0,Spring,New York,NY,High,Front of School,Outside on School Property,Yes,1,Escalation of Dispute,Both,99
20230313NYPSN,3,14,2023,14-03-23,PS 57 James Weldon Johnson,0,0,0,0,Spring,New York,NY,Middle,Front of School,Outside on School Property,Yes,1,Escalation of Dispute,Victims Targeted,4
20230309WIBAM,3,9,2023,09-03-23,Barack Obama School,0,0,0,0,Spring,Milwaukee,WI,High,Front of School (Bus),Outside on School Property,Yes,1,Escalation of Dispute,Neither,1
20230309OHMAM,3,9,2023,09-03-23,Maple Heights High School,0,1,1,0,Spring,Maple Heights,OH,High,Parking Lot,Outside on School Property,Yes,1,,Victims Targeted,99
20230308WVHIH,3,8,2023,08-03-23,Hinton Area Elementary School,0,0,0,0,Spring,Hinton,WV,Elementary,Outside on School Property,Outside on School Property,No,1,Illegal Activity,Neither,99
20230308PAHEP,3,8,2023,08-03-23,Heston Elementary School,0,1,1,0,Spring,Philadelphia,PA,Elementary,Front of School,Outside on School Property,Yes,1,,Victims Targeted,14
20230307INTHI,3,7,2023,07-03-23,Thomas Carr Howe High School,1,0,1,0,Spring,Indianapolis,IN,High,Parking Lot,Outside on School Property,No,1,,Victims Targeted,99
20230306TXPAA,3,6,2023,06-03-23,Palo Duro High School,0,1,1,0,Spring,Amarillo,TX,High,Basketball Court,Outside on School Property,Yes,1,Drive-by Shooting,Random Shooting,99
20230306NYPAN,3,6,2023,06-03-23,Park West High School,0,1,1,0,Spring,New York,NY,High,Front of School,Outside on School Property,Yes,1,,Victims Targeted,1
20230306MISTR,3,6,2023,06-03-23,Steeland Elementary School,0,1,1,0,Spring,Roseville,MI,Elementary,Front of School,Outside on School Property,Yes,1,,Victims Targeted,99
20230306MDPAB,3,6,2023,06-03-23,Patterson High School,1,0,1,0,Spring,Baltimore,MD,High,Parking Lot,Outside on School Property,Yes,1,Escalation of Dispute,Victims Targeted,99
20230306MDLEB,3,6,2023,06-03-23,Leith Walk Elementary\Middle School,0,0,0,0,Spring,Baltimore,MD,K-8,Basketball Court,Outside on School Property,No,1,Escalation of Dispute,Victims Targeted,0
20230303MTGAL,3,3,2023,03-03-23,Garfield Elementary School,0,1,1,0,Spring,Lewistown,MT,Elementary,Playground,Outside on School Property,Yes,1,,Random Shooting,99
20230301ILSAC,3,1,2023,01-03-23,Sawyer Elementary School,1,0,1,0,Spring,Chicago,IL,Elementary,Playground,Outside on School Property,No,1,Illegal Activity,Random Shooting,99
20230301ILMAM,3,1,2023,01-03-23,Marion Junior High School,0,0,0,0,Spring,Marion,IL,Middle,Football Field/Track,Outside on School Property,Yes,1,Drive-by Shooting,Random Shooting,99
20230301GASAS,3,1,2023,01-03-23,Savannah High School,0,1,1,0,Spring,Savannah,GA,High,Front of School,Outside on School Property,Yes,1,Escalation of Dispute,Victims Targeted,99
20230301CONOP,3,1,2023,01-03-23,North Mesa Elementary School,0,0,0,1,Spring,Pueblo,CO,Elementary,Playground,Outside on School Property,Yes,1,Hostage/Standoff,Random Shooting,99
20230227CAGAC,2,27,2023,27-02-23,Gahr High School,1,0,1,0,Winter,Cerritos,CA,High,Parking Lot,Outside on School Property,No,1,Drive-by Shooting,Victims Targeted,99
20230223OHWOC,2,23,2023,23-02-23,Woodward Career Technical High School,0,1,1,0,Winter,Cincinnati,OH,High,Inside School Building,Inside School Building,Yes,1,,Victims Targeted,99
20230222COESE,2,22,2023,22-02-23,Estes Park Elementary School,0,0,0,0,Winter,Estes Park,CO,Elementary,Inside School Building,Inside School Building,Yes,1,Accidental,Neither,1
20230221LARUR,2,21,2023,21-02-23,Ruston High School,0,0,0,0,Winter,Ruston,LA,High,Field (General),Outside on School Property,No,1,Accidental,Neither,99
20230217NCERE,2,17,2023,17-02-23,Erwin Elementary School,0,0,0,0,Winter,Erwin,NC,Elementary,Bathroom,Outside on School Property,Yes,1,,Victims Targeted,0
20230217ILCAC,2,17,2023,17-02-23,Catalyst Circle Rock Charter School,0,1,1,0,Winter,Chicago,IL,K-12,Beside Building,Outside on School Property,Yes,1,Drive-by Shooting,Victims Targeted,99
20230216TXGAG,2,16,2023,16-02-23,Galena Park High School,1,0,1,0,Winter,Galena Park,TX,High,Parking Lot,Outside on School Property,No,1,Illegal Activity,Victims Targeted,3
20230215TXDAH,2,15,2023,15-02-23,Davis High School,0,0,0,0,Winter,Houston,TX,High,Parking Lot,Outside on School Property,No,1,Escalation of Dispute,Both,99
20230215OHCOC,2,15,2023,15-02-23,Collinwood High School,0,0,0,0,Winter,Cleveland,OH,High,Front of School,Outside on School Property,Yes,1,,Victims Targeted,99
20230215MDWAB,2,15,2023,15-02-23,Walter P. Carter Elementary/Middle School,0,1,1,0,Winter,Baltimore,MD,K-8,Front of School,Outside on School Property,Yes,1,,,99
20230214PAWEP,2,14,2023,14-02-23,Westinghouse Academy,0,4,4,0,Winter,Pittsburgh,PA,06-dic,Front of School,Outside on School Property,Yes,1,,Both,10
20230214GAMID,2,14,2023,14-02-23,Miller Grove Middle School,0,0,0,0,Winter,Decatur,GA,Middle,Classroom,Inside School Building,Yes,1,,,1
20230213TXDAD,2,13,2023,13-02-23,Dalhart Senior High School,1,0,1,0,Winter,Dalhart,TX,High,Parking Lot,Outside on School Property,Yes,1,Accidental,Neither,1
20230213COEMD,2,13,2023,13-02-23,Emily Griffith High School,0,2,2,0,Winter,Denver,CO,High,Parking Lot,Outside on School Property,Yes,1,Escalation of Dispute,Both,99
20230213NYPSS,2,13,2023,13-02-23,PS 78,0,0,0,0,Winter,Staten Island,NY,Elementary,Beside Building,Outside on School Property,Yes,1,,Random Shooting,99
20230213COEAD,2,13,2023,13-02-23,East High School,0,1,1,0,Winter,Denver,CO,High,Parking Lot,Outside on School Property,Yes,1,,Victims Targeted,99
20230210CAHEF,2,10,2023,10-02-23,Heaton Elementary School,0,1,1,0,Winter,Fresno,CA,Elementary,School Bus,School Bus,Yes,1,,Victims Targeted,1
20230208NYWIB,2,8,2023,08-02-23,Williamsburg Charter High School,0,3,3,0,Winter,Brooklyn,NY,High,Front of School,Outside on School Property,Yes,1,Escalation of Dispute,Both,99
20230206FLMIM,2,6,2023,06-02-23,Miami Norland Senior High School,0,1,1,0,Winter,Miami Gardens,FL,High,Parking Lot,Outside on School Property,Yes,1,Escalation of Dispute,Victims Targeted,3
20230206DEAPM,2,6,2023,06-02-23,Appoquinimink High School,0,0,0,0,Winter,Middletown,DE,High,Hallway,Inside School Building,No,1,Escalation of Dispute,Victims Targeted,1
20230206ARKIF,2,6,2023,06-02-23,Kimmons Middle School,0,0,0,0,Winter,Fort Smith,AR,Middle,Gym,Inside School Building,No,1,Escalation of Dispute,Victims Targeted,0
20230202UTPAS,2,2,2023,02-02-23,Paradise Canyon Elementary,0,0,0,0,Winter,St. George,UT,Elementary,Basketball Court,Outside on School Property,No,1,Escalation of Dispute,Neither,99
20230202OHRIP,2,2,2023,02-02-23,Ridgeview Junior High School ,0,0,0,1,Winter,Pickerington,OH,Middle,Office,Inside School Building,Yes,1,Suicide/Attempted,Victims Targeted,1
20230131OKGEG,1,31,2023,31-01-23,Geary Elementary School,0,0,0,0,Winter,Geary,OK,Elementary,Parking Lot,Outside on School Property,Yes,1,Accidental,Neither,2
20230131ILZIZ,1,31,2023,31-01-23,Zion-Benton Township High School,0,0,0,0,Winter,Zion,IL,High,Parking Lot,Outside on School Property,No,1,Escalation of Dispute,Victims Targeted,99
20230130DCCOW,1,30,2023,30-01-23,Coolidge High School,1,0,1,0,Winter,Washington,DC,High,Front of School,Outside on School Property,Yes,1,Escalation of Dispute,,99
20230130AZGIY,1,30,2023,30-01-23,Gila Ridge High School,0,2,2,0,Winter,Yuma,AZ,High,Parking Lot,Outside on School Property,Yes,1,Escalation of Dispute,Victims Targeted,99
20230130ALHOM,1,30,2023,30-01-23,Holloway Elementary School,0,0,0,0,Winter,Mobile,AL,Elementary,Parking Lot,Outside on School Property,Yes,1,Drive-by Shooting,,99
20230128MOGLS,1,28,2023,28-01-23,Glendale High School,0,1,1,0,Winter,Springfield,MO,High,Parking Lot,Outside on School Property,No,1,Illegal Activity,Victims Targeted,15
20230127NJHOW,1,27,2023,27-01-23,Holly Glen Elementary School,0,0,0,0,Winter,Williamstown,NJ,Elementary,Outside on School Property,Outside on School Property,No,1,Escalation of Dispute,Victims Targeted,1
20230126UTTAT,1,26,2023,26-01-23,Taylorsville High School,0,0,0,0,Winter,Taylorsville,UT,High,Parking Lot,Outside on School Property,Yes,1,Escalation of Dispute,Victims Targeted,1
20230125OHTOT,1,25,2023,25-01-23,Toledo Public Schools Bus,0,0,0,0,Winter,Toledo,OH,Other,School Bus,School Bus,Yes,1,Drive-by Shooting,Both,46
20230124MOTHK,1,24,2023,24-01-23,The Plaza Academy,0,1,1,0,Winter,Kansas City,MO,High,Beside Building,Outside on School Property,Yes,1,Drive-by Shooting,,
20230123TXABA,1,23,2023,23-01-23,Abilene Independent School District Bus,0,2,2,0,Winter,Abilene,TX,Other,School Bus,School Bus,Yes,1,,Random Shooting,99
20230123IASTD,1,23,2023,23-01-23,Starts Right Here Charter School,2,1,3,0,Winter,Des Moines,IA,High,Hallway,Inside School Building,Yes,1,Escalation of Dispute,Both,99
20230122WAMOT,1,22,2023,22-01-23,Mount Tahoma High School,0,2,2,0,Winter,Tacoma,WA,High,Parking Lot,Outside on School Property,No,1,Escalation of Dispute,Victims Targeted,99
20230121FLGLB,1,21,2023,21-01-23,Glades Central High School,0,0,0,0,Winter,Belle Glade,FL,High,Outside on School Property,Outside on School Property,,1,,,99
20230120MNWAS,1,20,2023,20-01-23,Washington Technology Magnet School,0,1,1,0,Winter,Saint Paul,MN,06-dic,Front of School,Outside on School Property,Yes,1,Escalation of Dispute,Both,99
20230119NYEAB,1,19,2023,19-01-23,Eagle Academy Charter,0,1,1,0,Winter,Brooklyn,NY,High,Front of School,Outside on School Property,No,1,Escalation of Dispute,Victims Targeted,99
20230118OKDED,1,18,2023,18-01-23,Del City High School,0,1,1,0,Winter,Del City,OK,High,Gym,Inside School Building,No,1,,,4
20230118NYCAQ,1,18,2023,18-01-23,Q492 Campus Magnet High School,0,2,2,0,Winter,Queens,NY,High,Front of School,Outside on School Property,Yes,1,Escalation of Dispute,Both,99
20230117FLMAB,1,17,2023,17-01-23,Mantatee County School Bus,0,0,0,0,Winter,Bradenton,FL,Other,School Bus,School Bus,Yes,1,Intentional Property Damage,Neither,99
20230111VTSPV,1,11,2023,11-01-23,Spaulding High School,0,1,1,0,Winter,Barre,VT,High,Outside on School Property,Outside on School Property,Yes,1,,Victims Targeted,1
20230111VALAP,1,11,2023,11-01-23,Lakeview Elementary School,0,0,0,0,Winter,Portsmouth,VA,Elementary,Outside on School Property,Outside on School Property,Yes,1,,,99
20230110UTWES,1,10,2023,10-01-23,Westlake High School (bus),0,1,1,0,Winter,Saratoga Springs,UT,High,School Bus,School Bus,No,1,Drive-by Shooting,Random Shooting,99
20230110OHJOC,1,10,2023,10-01-23,John Adams High School,1,0,1,0,Winter,Cleveland,OH,High,Front of School,Outside on School Property,Yes,1,,,99
20230110LABON,1,10,2023,10-01-23,Booker T. Washington High School,0,1,1,0,Winter,New Orleans,LA,High,Front of School,Outside on School Property,Yes,1,Drive-by Shooting,,99
20230110KYSAS,1,10,2023,10-01-23,Stanford Elementary School,0,0,1,0,Winter,Stanford,KY,Elementary,Office,Inside School Building,No,1,Accidental,Neither,1
20230110DEWIN,1,10,2023,10-01-23,William Penn High School,0,0,0,0,Winter,New Castle,DE,High,Bathroom,Inside School Building,Yes,1,,,1
20230109VAPRW,1,9,2023,09-01-23,Prince Williams County School Bus,0,0,0,0,Winter,Woodbridge,VA,Other,School Bus,School Bus,Yes,1,Intentional Property Damage,,99
20230107ORFRP,1,7,2023,07-01-23,Franklin High School,0,1,1,0,Winter,Portland,OR,High,Parking Lot,Outside on School Property,No,1,,Victims Targeted,99
20230106VARIN,1,6,2023,06-01-23,Richneck Elementary School,0,1,1,0,Winter,Newport News,VA,Elementary,Classroom,Inside School Building,Yes,1,,Victims Targeted,
20230106MIOAD,1,6,2023,06-01-23,Oak Park High School,0,1,1,0,Winter,Detroit,MI,High,Beside Building,Outside on School Property,No,1,Illegal Activity,Victims Targeted,99
20230106MDBEB,1,6,2023,06-01-23,Benjamin Franklin High School,0,2,2,0,Winter,Baltimore,MD,High,Front of School,Outside on School Property,Yes,1,Escalation of Dispute,Both,99
20230106FLWEA,1,6,2023,07-01-23,Wekiva High School,0,1,1,0,Winter,Apopka,FL,High,Parking Lot,Outside on School Property,No,1,Escalation of Dispute,Both,99
20230105OHBEC,1,5,2023,05-01-23,Beechcroft High School,0,0,0,0,Winter,Columbus,OH,High,Beside Building,Outside on School Property,Yes,1,,,99
20230105NYFRR,1,5,2023,05-01-23,Franklin High School,0,0,0,0,Winter,Rochester,NY,High,Front of School,Outside on School Property,Yes,1,,Victims Targeted,99
20230104MITRD,1,4,2023,04-01-23,Trix Academy,1,0,1,0,Winter,Detroit,MI,K-8,Beside Building,Outside on School Property,No,1,,Victims Targeted,30
20221221CTNEN,12,21,2022,21-12-22,New Haven Public Schools,0,0,0,0,Winter,New Haven,CT,Elementary,School Bus,School Bus,Yes,1,,Neither,1
20221221CAWOW,12,21,2022,21-12-22,Woodland Christian School,0,0,0,0,Winter,Woodland,CA,K-12,Front of School,Outside on School Property,No,1,Illegal Activity,Random Shooting,99
20221216ILBEC,12,16,2022,16-12-22,Benito Juarez High School,2,2,4,0,Winter,Chicago,IL,High,Front of School,Outside on School Property,Yes,1,Escalation of Dispute,Both,8
20221214OHLIC,12,14,2022,14-12-22,Linden-McKinley STEM Academy,0,0,0,0,Winter,Columbus,OH,High,Outside on School Property,Outside on School Property,Yes,1,,,99
20221212ORGRP,12,12,2022,12-12-22,Grover Cleveland High School,0,1,1,0,Winter,Portland,OR,High,Beside Building,Outside on School Property,Yes,1,,Victims Targeted,99
20221210TNBRC,12,10,2022,10-12-22,Brainerd High School,0,0,0,0,Winter,Chattanooga,TN,High,Parking Lot,Outside on School Property,No,1,,,99
20221209PAMEP,12,9,2022,09-12-22,Memphis Street Academy Charter School,1,0,1,0,Winter,Philadelphia,PA,High,Beside Building,Outside on School Property,No,1,,Victims Targeted,6
20221209OHMED,12,9,2022,09-12-22,Meadowdale High School,0,0,0,0,Winter,Dayton,OH,High,Parking Lot,Outside on School Property,No,1,Escalation of Dispute,Both,5
20221208NCFUG,12,8,2022,08-12-22,Fuquay-Varina Middle School,0,0,0,0,Winter,Fuquay-Varina,NC,Middle,Classroom,Inside School Building,Yes,1,Indiscriminate Shooting,,1
20221208MDSUD,12,8,2022,08-12-22,Suitland High School,0,1,1,0,Winter,District Heights,MD,High,Football Field/Track,Outside on School Property,Yes,1,Escalation of Dispute,Victims Targeted,99
20221206MOCOS,12,6,2022,06-12-22,Confluence Preparatory Academy,0,0,0,0,Winter,St. Louis,MO,High,Front of School,Outside on School Property,Yes,1,Escalation of Dispute,Victims Targeted,99
20221206MDHAH,12,6,2022,06-12-22,Hagerstown Public School Bus,0,0,0,0,Winter,Hagerstown,MD,Elementary,School Bus,School Bus,Yes,1,Intentional Property Damage,,1
20221206INSUW,12,6,2022,06-12-22,Sugar Creek Consolidated Elementary School,0,0,0,0,Winter,West Terre Haute,IN,Elementary,Field (General),Outside on School Property,Yes,1,,,99
20221206ILMIC,12,6,2022,06-12-22,Michele Clark Magnet High School,1,0,1,0,Winter,Chicago,IL,High,Front of School,Outside on School Property,Yes,1,,,99
20221206ALLEM,12,6,2022,06-12-22,Robert E Lee High School,0,0,0,0,Winter,Montgomery,AL,High,Front of School,Outside on School Property,Yes,1,,,99
20221205TNFRM,12,5,2022,05-12-22,Freedom Prep High School,0,1,1,0,Winter,Memphis,TN,High,Inside School Building,Inside School Building,Yes,1,Accidental,,1
20221203WISOM,12,3,2022,03-12-22,South Division High School,1,0,1,0,Winter,Milwaukee,WI,High,Parking Lot,Outside on School Property,No,1,Escalation of Dispute,Victims Targeted,7
20221202DEDEW,12,2,2022,02-12-22,Delcastle Technical High School,0,0,0,0,Winter,Wilmington,DE,High,School Bus,School Bus,Yes,1,Drive-by Shooting,Both,99
20221122MISTS,11,18,2022,18-11-22,Standish-Sterling Central School Bus,0,0,0,0,Fall,Standish,MI,Other,School Bus,School Bus,Yes,1,Accidental,Neither,1
20221121MIHED,11,21,2022,21-11-22,Henry Ford High School,0,2,2,0,Fall,Detroit,MI,High,Front of School,Outside on School Property,Yes,1,Escalation of Dispute,Victims Targeted,99
20221118NYROS,11,18,2022,18-11-22,Roberts Elementary School,0,0,0,0,Fall,Syracuse,NY,Elementary,Parking Lot,Outside on School Property,Yes,1,,,99
20221118DCJAW,11,18,2022,18-11-22,Jackson Reed High School,0,0,0,0,Fall,Washington,DC,High,Front of School,Outside on School Property,Yes,1,,,13
20221117CAEAL,11,17,2022,17-11-22,Eagle Rock High School,0,0,0,0,Fall,Los Angeles,CA,High,Field (General),Outside on School Property,No,1,,,8
20221117INSOC,11,17,2022,17-11-22,South Vermillion High School,0,1,1,0,Fall,Clinton,IN,High,Classroom,Inside School Building,Yes,1,Accidental,Neither,1
20221116ORMCM,11,16,2022,16-11-22,McMinnville High School,0,0,0,0,Fall,McMinnville,OR,High,Front of School,Outside on School Property,No,1,Intentional Property Damage,Neither,5
20221116NCLUL,11,16,2022,16-11-22,Lumberton High School,0,1,1,0,Fall,Lumberton,NC,High,Parking Lot,Outside on School Property,No,1,,Victims Targeted,99
20221115TNMAN,11,15,2022,15-11-22,Martin Luther King Jr. Magnet High School,1,0,1,0,Fall,Nashville,TN,High,Parking Lot,Outside on School Property,No,1,Escalation of Dispute,Victims Targeted,99
20221115LABAB,11,15,2022,15-11-22,Ball Elementary School,0,2,2,0,Fall,Ball,LA,Elementary,Parking Lot,Outside on School Property,Yes,1,Illegal Activity,Victims Targeted,99
20221112FLJOO,11,12,2022,12-11-22,Jones High School,1,2,3,0,Fall,Orlando,FL,High,Parking Lot,Outside on School Property,No,1,Escalation of Dispute,Victims Targeted,99
20221111MSRAR,11,11,2022,11-11-22,Raymond High School,0,1,1,0,Fall,Raymond,MS,High,Parking Lot,Outside on School Property,No,1,,Both,
20221109KYCAC,11,9,2022,09-11-22,Caneyville Elementary School,0,0,0,0,Fall,Caneyville,KY,Elementary,Hallway,Inside School Building,No,1,Accidental,Neither,1
20221108WAINS,11,8,2022,08-11-22,Ingraham High School,1,0,1,0,Fall,Seattle,WA,High,Hallway,Inside School Building,Yes,1,Escalation of Dispute,Victims Targeted,
20221106VAHUH,11,6,2022,06-11-22,Hutchison Elementary School,0,0,0,0,Fall,Herndon,VA,Elementary,Beside Building,Outside on School Property,No,1,,Neither,99
