Incident_ID;Month;Day;Year;Date;School;Victims_Killed;Victims_Wounded;Number_Victims;Shooter_Killed;Quarter;City;State;School_Level;Location;Location_Type;During_Classes;Duration_min;Situation;Targets;Shots_Fired
20230314NYMAM;3;14;2023;14-03-2023;Martin Luther King Jr. Educational Campus;0;1;1;0;Spring;New York;NY;High;Front of School;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;3
20230314NYHAN;3;14;2023;14-03-2023;Harlem Renaissance High School;0;2;2;0;Spring;New York;NY;High;Front of School;Outside on School Property;Yes;1;Escalation of Dispute;Both;99
20230313NYPSN;3;14;2023;14-03-2023;PS 57 James Weldon Johnson;0;0;0;0;Spring;New York;NY;Middle;Front of School;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;4
20230309WIBAM;3;9;2023;09-03-2023;Barack Obama School;0;0;0;0;Spring;Milwaukee;WI;High;Front of School (Bus);Outside on School Property;Yes;1;Escalation of Dispute;Neither;1
20230309OHMAM;3;9;2023;09-03-2023;Maple Heights High School;0;1;1;0;Spring;Maple Heights;OH;High;Parking Lot;Outside on School Property;Yes;1;;Victims Targeted;99
20230308WVHIH;3;8;2023;08-03-2023;Hinton Area Elementary School;0;0;0;0;Spring;Hinton;WV;Elementary;Outside on School Property;Outside on School Property;No;1;Illegal Activity;Neither;99
20230308PAHEP;3;8;2023;08-03-2023;Heston Elementary School;0;1;1;0;Spring;Philadelphia;PA;Elementary;Front of School;Outside on School Property;Yes;1;;Victims Targeted;14
20230307INTHI;3;7;2023;07-03-2023;Thomas Carr Howe High School;1;0;1;0;Spring;Indianapolis;IN;High;Parking Lot;Outside on School Property;No;1;;Victims Targeted;99
20230306TXPAA;3;6;2023;06-03-2023;Palo Duro High School;0;1;1;0;Spring;Amarillo;TX;High;Basketball Court;Outside on School Property;Yes;1;Drive-by Shooting;Random Shooting;99
20230306NYPAN;3;6;2023;06-03-2023;Park West High School;0;1;1;0;Spring;New York;NY;High;Front of School;Outside on School Property;Yes;1;;Victims Targeted;1
20230306MISTR;3;6;2023;06-03-2023;Steeland Elementary School;0;1;1;0;Spring;Roseville;MI;Elementary;Front of School;Outside on School Property;Yes;1;;Victims Targeted;99
20230306MDPAB;3;6;2023;06-03-2023;Patterson High School;1;0;1;0;Spring;Baltimore;MD;High;Parking Lot;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;99
20230306MDLEB;3;6;2023;06-03-2023;Leith Walk Elementary\Middle School;0;0;0;0;Spring;Baltimore;MD;K-8;Basketball Court;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;0
20230303MTGAL;3;3;2023;03-03-2023;Garfield Elementary School;0;1;1;0;Spring;Lewistown;MT;Elementary;Playground;Outside on School Property;Yes;1;;Random Shooting;99
20230301ILSAC;3;1;2023;01-03-2023;Sawyer Elementary School;1;0;1;0;Spring;Chicago;IL;Elementary;Playground;Outside on School Property;No;1;Illegal Activity;Random Shooting;99
20230301ILMAM;3;1;2023;01-03-2023;Marion Junior High School;0;0;0;0;Spring;Marion;IL;Middle;Football Field/Track;Outside on School Property;Yes;1;Drive-by Shooting;Random Shooting;99
20230301GASAS;3;1;2023;01-03-2023;Savannah High School;0;1;1;0;Spring;Savannah;GA;High;Front of School;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;99
20230301CONOP;3;1;2023;01-03-2023;North Mesa Elementary School;0;0;0;1;Spring;Pueblo;CO;Elementary;Playground;Outside on School Property;Yes;1;Hostage/Standoff;Random Shooting;99
20230227CAGAC;2;27;2023;27-02-2023;Gahr High School;1;0;1;0;Winter;Cerritos;CA;High;Parking Lot;Outside on School Property;No;1;Drive-by Shooting;Victims Targeted;99
20230223OHWOC;2;23;2023;23-02-2023;Woodward Career Technical High School;0;1;1;0;Winter;Cincinnati;OH;High;Inside School Building;Inside School Building;Yes;1;;Victims Targeted;99
20230222COESE;2;22;2023;22-02-2023;Estes Park Elementary School;0;0;0;0;Winter;Estes Park;CO;Elementary;Inside School Building;Inside School Building;Yes;1;Accidental;Neither;1
20230221LARUR;2;21;2023;21-02-2023;Ruston High School;0;0;0;0;Winter;Ruston;LA;High;Field (General);Outside on School Property;No;1;Accidental;Neither;99
20230217NCERE;2;17;2023;17-02-2023;Erwin Elementary School;0;0;0;0;Winter;Erwin;NC;Elementary;Bathroom;Outside on School Property;Yes;1;;Victims Targeted;0
20230217ILCAC;2;17;2023;17-02-2023;Catalyst Circle Rock Charter School;0;1;1;0;Winter;Chicago;IL;K-12;Beside Building;Outside on School Property;Yes;1;Drive-by Shooting;Victims Targeted;99
20230216TXGAG;2;16;2023;16-02-2023;Galena Park High School;1;0;1;0;Winter;Galena Park;TX;High;Parking Lot;Outside on School Property;No;1;Illegal Activity;Victims Targeted;3
20230215TXDAH;2;15;2023;15-02-2023;Davis High School;0;0;0;0;Winter;Houston;TX;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Both;99
20230215OHCOC;2;15;2023;15-02-2023;Collinwood High School;0;0;0;0;Winter;Cleveland;OH;High;Front of School;Outside on School Property;Yes;1;;Victims Targeted;99
20230215MDWAB;2;15;2023;15-02-2023;Walter P. Carter Elementary/Middle School;0;1;1;0;Winter;Baltimore;MD;K-8;Front of School;Outside on School Property;Yes;1;;;99
20230214PAWEP;2;14;2023;14-02-2023;Westinghouse Academy;0;4;4;0;Winter;Pittsburgh;PA;06-dic;Front of School;Outside on School Property;Yes;1;;Both;10
20230214GAMID;2;14;2023;14-02-2023;Miller Grove Middle School;0;0;0;0;Winter;Decatur;GA;Middle;Classroom;Inside School Building;Yes;1;;;1
20230213TXDAD;2;13;2023;13-02-2023;Dalhart Senior High School;1;0;1;0;Winter;Dalhart;TX;High;Parking Lot;Outside on School Property;Yes;1;Accidental;Neither;1
20230213COEMD;2;13;2023;13-02-2023;Emily Griffith High School;0;2;2;0;Winter;Denver;CO;High;Parking Lot;Outside on School Property;Yes;1;Escalation of Dispute;Both;99
20230213NYPSS;2;13;2023;13-02-2023;PS 78;0;0;0;0;Winter;Staten Island;NY;Elementary;Beside Building;Outside on School Property;Yes;1;;Random Shooting;99
20230213COEAD;2;13;2023;13-02-2023;East High School;0;1;1;0;Winter;Denver;CO;High;Parking Lot;Outside on School Property;Yes;1;;Victims Targeted;99
20230210CAHEF;2;10;2023;10-02-2023;Heaton Elementary School;0;1;1;0;Winter;Fresno;CA;Elementary;School Bus;School Bus;Yes;1;;Victims Targeted;1
20230208NYWIB;2;8;2023;08-02-2023;Williamsburg Charter High School;0;3;3;0;Winter;Brooklyn;NY;High;Front of School;Outside on School Property;Yes;1;Escalation of Dispute;Both;99
20230206FLMIM;2;6;2023;06-02-2023;Miami Norland Senior High School;0;1;1;0;Winter;Miami Gardens;FL;High;Parking Lot;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;3
20230206DEAPM;2;6;2023;06-02-2023;Appoquinimink High School;0;0;0;0;Winter;Middletown;DE;High;Hallway;Inside School Building;No;1;Escalation of Dispute;Victims Targeted;1
20230206ARKIF;2;6;2023;06-02-2023;Kimmons Middle School;0;0;0;0;Winter;Fort Smith;AR;Middle;Gym;Inside School Building;No;1;Escalation of Dispute;Victims Targeted;0
20230202UTPAS;2;2;2023;02-02-2023;Paradise Canyon Elementary;0;0;0;0;Winter;St. George;UT;Elementary;Basketball Court;Outside on School Property;No;1;Escalation of Dispute;Neither;99
20230202OHRIP;2;2;2023;02-02-2023;Ridgeview Junior High School ;0;0;0;1;Winter;Pickerington;OH;Middle;Office;Inside School Building;Yes;1;Suicide/Attempted;Victims Targeted;1
20230131OKGEG;1;31;2023;31-01-2023;Geary Elementary School;0;0;0;0;Winter;Geary;OK;Elementary;Parking Lot;Outside on School Property;Yes;1;Accidental;Neither;2
20230131ILZIZ;1;31;2023;31-01-2023;Zion-Benton Township High School;0;0;0;0;Winter;Zion;IL;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;99
20230130DCCOW;1;30;2023;30-01-2023;Coolidge High School;1;0;1;0;Winter;Washington;DC;High;Front of School;Outside on School Property;Yes;1;Escalation of Dispute;;99
20230130AZGIY;1;30;2023;30-01-2023;Gila Ridge High School;0;2;2;0;Winter;Yuma;AZ;High;Parking Lot;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;99
20230130ALHOM;1;30;2023;30-01-2023;Holloway Elementary School;0;0;0;0;Winter;Mobile;AL;Elementary;Parking Lot;Outside on School Property;Yes;1;Drive-by Shooting;;99
20230128MOGLS;1;28;2023;28-01-2023;Glendale High School;0;1;1;0;Winter;Springfield;MO;High;Parking Lot;Outside on School Property;No;1;Illegal Activity;Victims Targeted;15
20230127NJHOW;1;27;2023;27-01-2023;Holly Glen Elementary School;0;0;0;0;Winter;Williamstown;NJ;Elementary;Outside on School Property;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;1
20230126UTTAT;1;26;2023;26-01-2023;Taylorsville High School;0;0;0;0;Winter;Taylorsville;UT;High;Parking Lot;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;1
20230125OHTOT;1;25;2023;25-01-2023;Toledo Public Schools Bus;0;0;0;0;Winter;Toledo;OH;Other;School Bus;School Bus;Yes;1;Drive-by Shooting;Both;46
20230124MOTHK;1;24;2023;24-01-2023;The Plaza Academy;0;1;1;0;Winter;Kansas City;MO;High;Beside Building;Outside on School Property;Yes;1;Drive-by Shooting;;
20230123TXABA;1;23;2023;23-01-2023;Abilene Independent School District Bus;0;2;2;0;Winter;Abilene;TX;Other;School Bus;School Bus;Yes;1;;Random Shooting;99
20230123IASTD;1;23;2023;23-01-2023;Starts Right Here Charter School;2;1;3;0;Winter;Des Moines;IA;High;Hallway;Inside School Building;Yes;1;Escalation of Dispute;Both;99
20230122WAMOT;1;22;2023;22-01-2023;Mount Tahoma High School;0;2;2;0;Winter;Tacoma;WA;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;99
20230121FLGLB;1;21;2023;21-01-2023;Glades Central High School;0;0;0;0;Winter;Belle Glade;FL;High;Outside on School Property;Outside on School Property;;1;;;99
20230120MNWAS;1;20;2023;20-01-2023;Washington Technology Magnet School;0;1;1;0;Winter;Saint Paul;MN;06-dic;Front of School;Outside on School Property;Yes;1;Escalation of Dispute;Both;99
20230119NYEAB;1;19;2023;19-01-2023;Eagle Academy Charter;0;1;1;0;Winter;Brooklyn;NY;High;Front of School;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;99
20230118OKDED;1;18;2023;18-01-2023;Del City High School;0;1;1;0;Winter;Del City;OK;High;Gym;Inside School Building;No;1;;;4
20230118NYCAQ;1;18;2023;18-01-2023;Q492 Campus Magnet High School;0;2;2;0;Winter;Queens;NY;High;Front of School;Outside on School Property;Yes;1;Escalation of Dispute;Both;99
20230117FLMAB;1;17;2023;17-01-2023;Mantatee County School Bus;0;0;0;0;Winter;Bradenton;FL;Other;School Bus;School Bus;Yes;1;Intentional Property Damage;Neither;99
20230111VTSPV;1;11;2023;11-01-2023;Spaulding High School;0;1;1;0;Winter;Barre;VT;High;Outside on School Property;Outside on School Property;Yes;1;;Victims Targeted;1
20230111VALAP;1;11;2023;11-01-2023;Lakeview Elementary School;0;0;0;0;Winter;Portsmouth;VA;Elementary;Outside on School Property;Outside on School Property;Yes;1;;;99
20230110UTWES;1;10;2023;10-01-2023;Westlake High School (bus);0;1;1;0;Winter;Saratoga Springs;UT;High;School Bus;School Bus;No;1;Drive-by Shooting;Random Shooting;99
20230110OHJOC;1;10;2023;10-01-2023;John Adams High School;1;0;1;0;Winter;Cleveland;OH;High;Front of School;Outside on School Property;Yes;1;;;99
20230110LABON;1;10;2023;10-01-2023;Booker T. Washington High School;0;1;1;0;Winter;New Orleans;LA;High;Front of School;Outside on School Property;Yes;1;Drive-by Shooting;;99
20230110KYSAS;1;10;2023;10-01-2023;Stanford Elementary School;0;0;1;0;Winter;Stanford;KY;Elementary;Office;Inside School Building;No;1;Accidental;Neither;1
20230110DEWIN;1;10;2023;10-01-2023;William Penn High School;0;0;0;0;Winter;New Castle;DE;High;Bathroom;Inside School Building;Yes;1;;;1
20230109VAPRW;1;9;2023;09-01-2023;Prince Williams County School Bus;0;0;0;0;Winter;Woodbridge;VA;Other;School Bus;School Bus;Yes;1;Intentional Property Damage;;99
20230107ORFRP;1;7;2023;07-01-2023;Franklin High School;0;1;1;0;Winter;Portland;OR;High;Parking Lot;Outside on School Property;No;1;;Victims Targeted;99
20230106VARIN;1;6;2023;06-01-2023;Richneck Elementary School;0;1;1;0;Winter;Newport News;VA;Elementary;Classroom;Inside School Building;Yes;1;;Victims Targeted;
20230106MIOAD;1;6;2023;06-01-2023;Oak Park High School;0;1;1;0;Winter;Detroit;MI;High;Beside Building;Outside on School Property;No;1;Illegal Activity;Victims Targeted;99
20230106MDBEB;1;6;2023;06-01-2023;Benjamin Franklin High School;0;2;2;0;Winter;Baltimore;MD;High;Front of School;Outside on School Property;Yes;1;Escalation of Dispute;Both;99
20230106FLWEA;1;6;2023;07-01-2023;Wekiva High School;0;1;1;0;Winter;Apopka;FL;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Both;99
20230105OHBEC;1;5;2023;05-01-2023;Beechcroft High School;0;0;0;0;Winter;Columbus;OH;High;Beside Building;Outside on School Property;Yes;1;;;99
20230105NYFRR;1;5;2023;05-01-2023;Franklin High School;0;0;0;0;Winter;Rochester;NY;High;Front of School;Outside on School Property;Yes;1;;Victims Targeted;99
20230104MITRD;1;4;2023;04-01-2023;Trix Academy;1;0;1;0;Winter;Detroit;MI;K-8;Beside Building;Outside on School Property;No;1;;Victims Targeted;30
20221221CTNEN;12;21;2022;21-12-2022;New Haven Public Schools;0;0;0;0;Winter;New Haven;CT;Elementary;School Bus;School Bus;Yes;1;;Neither;1
20221221CAWOW;12;21;2022;21-12-2022;Woodland Christian School;0;0;0;0;Winter;Woodland;CA;K-12;Front of School;Outside on School Property;No;1;Illegal Activity;Random Shooting;99
20221216ILBEC;12;16;2022;16-12-2022;Benito Juarez High School;2;2;4;0;Winter;Chicago;IL;High;Front of School;Outside on School Property;Yes;1;Escalation of Dispute;Both;8
20221214OHLIC;12;14;2022;14-12-2022;Linden-McKinley STEM Academy;0;0;0;0;Winter;Columbus;OH;High;Outside on School Property;Outside on School Property;Yes;1;;;99
20221212ORGRP;12;12;2022;12-12-2022;Grover Cleveland High School;0;1;1;0;Winter;Portland;OR;High;Beside Building;Outside on School Property;Yes;1;;Victims Targeted;99
20221210TNBRC;12;10;2022;10-12-2022;Brainerd High School;0;0;0;0;Winter;Chattanooga;TN;High;Parking Lot;Outside on School Property;No;1;;;99
20221209PAMEP;12;9;2022;09-12-2022;Memphis Street Academy Charter School;1;0;1;0;Winter;Philadelphia;PA;High;Beside Building;Outside on School Property;No;1;;Victims Targeted;6
20221209OHMED;12;9;2022;09-12-2022;Meadowdale High School;0;0;0;0;Winter;Dayton;OH;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Both;5
20221208NCFUG;12;8;2022;08-12-2022;Fuquay-Varina Middle School;0;0;0;0;Winter;Fuquay-Varina;NC;Middle;Classroom;Inside School Building;Yes;1;Indiscriminate Shooting;;1
20221208MDSUD;12;8;2022;08-12-2022;Suitland High School;0;1;1;0;Winter;District Heights;MD;High;Football Field/Track;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;99
20221206MOCOS;12;6;2022;06-12-2022;Confluence Preparatory Academy;0;0;0;0;Winter;St. Louis;MO;High;Front of School;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;99
20221206MDHAH;12;6;2022;06-12-2022;Hagerstown Public School Bus;0;0;0;0;Winter;Hagerstown;MD;Elementary;School Bus;School Bus;Yes;1;Intentional Property Damage;;1
20221206INSUW;12;6;2022;06-12-2022;Sugar Creek Consolidated Elementary School;0;0;0;0;Winter;West Terre Haute;IN;Elementary;Field (General);Outside on School Property;Yes;1;;;99
20221206ILMIC;12;6;2022;06-12-2022;Michele Clark Magnet High School;1;0;1;0;Winter;Chicago;IL;High;Front of School;Outside on School Property;Yes;1;;;99
20221206ALLEM;12;6;2022;06-12-2022;Robert E Lee High School;0;0;0;0;Winter;Montgomery;AL;High;Front of School;Outside on School Property;Yes;1;;;99
20221205TNFRM;12;5;2022;05-12-2022;Freedom Prep High School;0;1;1;0;Winter;Memphis;TN;High;Inside School Building;Inside School Building;Yes;1;Accidental;;1
20221203WISOM;12;3;2022;03-12-2022;South Division High School;1;0;1;0;Winter;Milwaukee;WI;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;7
20221202DEDEW;12;2;2022;02-12-2022;Delcastle Technical High School;0;0;0;0;Winter;Wilmington;DE;High;School Bus;School Bus;Yes;1;Drive-by Shooting;Both;99
20221122MISTS;11;18;2022;18-11-2022;Standish-Sterling Central School Bus;0;0;0;0;Fall;Standish;MI;Other;School Bus;School Bus;Yes;1;Accidental;Neither;1
20221121MIHED;11;21;2022;21-11-2022;Henry Ford High School;0;2;2;0;Fall;Detroit;MI;High;Front of School;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;99
20221118NYROS;11;18;2022;18-11-2022;Roberts Elementary School;0;0;0;0;Fall;Syracuse;NY;Elementary;Parking Lot;Outside on School Property;Yes;1;;;99
20221118DCJAW;11;18;2022;18-11-2022;Jackson Reed High School;0;0;0;0;Fall;Washington;DC;High;Front of School;Outside on School Property;Yes;1;;;13
20221117CAEAL;11;17;2022;17-11-2022;Eagle Rock High School;0;0;0;0;Fall;Los Angeles;CA;High;Field (General);Outside on School Property;No;1;;;8
20221117INSOC;11;17;2022;17-11-2022;South Vermillion High School;0;1;1;0;Fall;Clinton;IN;High;Classroom;Inside School Building;Yes;1;Accidental;Neither;1
20221116ORMCM;11;16;2022;16-11-2022;McMinnville High School;0;0;0;0;Fall;McMinnville;OR;High;Front of School;Outside on School Property;No;1;Intentional Property Damage;Neither;5
20221116NCLUL;11;16;2022;16-11-2022;Lumberton High School;0;1;1;0;Fall;Lumberton;NC;High;Parking Lot;Outside on School Property;No;1;;Victims Targeted;99
20221115TNMAN;11;15;2022;15-11-2022;Martin Luther King Jr. Magnet High School;1;0;1;0;Fall;Nashville;TN;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;99
20221115LABAB;11;15;2022;15-11-2022;Ball Elementary School;0;2;2;0;Fall;Ball;LA;Elementary;Parking Lot;Outside on School Property;Yes;1;Illegal Activity;Victims Targeted;99
20221112FLJOO;11;12;2022;12-11-2022;Jones High School;1;2;3;0;Fall;Orlando;FL;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;99
20221111MSRAR;11;11;2022;11-11-2022;Raymond High School;0;1;1;0;Fall;Raymond;MS;High;Parking Lot;Outside on School Property;No;1;;Both;
20221109KYCAC;11;9;2022;09-11-2022;Caneyville Elementary School;0;0;0;0;Fall;Caneyville;KY;Elementary;Hallway;Inside School Building;No;1;Accidental;Neither;1
20221108WAINS;11;8;2022;08-11-2022;Ingraham High School;1;0;1;0;Fall;Seattle;WA;High;Hallway;Inside School Building;Yes;1;Escalation of Dispute;Victims Targeted;
20221106VAHUH;11;6;2022;06-11-2022;Hutchison Elementary School;0;0;0;0;Fall;Herndon;VA;Elementary;Beside Building;Outside on School Property;No;1;;Neither;99
20221105TXDAF;11;5;2022;05-11-2022;David K Sellars Elementary;0;1;1;0;Fall;Forest Hill;TX;Elementary;Inside School Building;Inside School Building;No;1;Accidental;Neither;
20221104KYVAL;11;4;2022;04-11-2022;Valley High School;0;0;0;0;Fall;Louisville;KY;High;Parking Lot;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;0
20221103GASHS;11;3;2022;03-11-2022;Shuman Elementary School;0;1;1;0;Fall;Savana;GA;Elementary;Front of School;Outside on School Property;No;1;;;
20221102DCMCW;11;2;2022;02-11-2022;MacFarland Middle School;0;0;0;0;Fall;Washington;DC;Middle;Parking Lot;Outside on School Property;Yes;1;;;99
20221029TXAVA;10;29;2022;29-10-2022;Avondale Elementary School;0;1;1;0;Fall;Amarillo;TX;Elementary;Playground;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;99
20221029COCRH;10;29;2022;29-10-2022;Cresthill Middle School;0;0;0;0;Fall;Highlands Ranch;CO;Middle;Football Field/Track;Outside on School Property;No;1;Accidental;Neither;1
20221028TXROR;10;28;2022;28-10-2022;Rowlett High School;0;0;0;0;Fall;Rowlett;TX;High;Bathroom;Inside School Building;No;1;Escalation of Dispute;Victims Targeted;0
20221028NCWAT;10;28;2022;28-10-2022;Wallace Rose Hill High School;0;0;0;0;Fall;Teachey;NC;High;Football Field/Track;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;99
20221028ARROR;10;28;2022;28-10-2022;Rogers School District Bus;0;0;0;0;Fall;Rogers;AR;K-12;School Bus;School Bus;Yes;1;Intentional Property Damage;Random Shooting;99
20221026TXUTU;10;26;2022;26-10-2022;Utopia High School;0;0;0;0;Fall;Utopia;TX;High;Inside School Building;Inside School Building;Yes;1;Accidental;Neither;1
20221026ILMIW;10;26;2022;26-10-2022;Miguel Juarez Middle School;0;1;1;0;Fall;Waukegan;IL;Middle;Field (General);Outside on School Property;Yes;1;;Victims Targeted;5
20221025PAPAP;10;25;2022;25-10-2022;Passport Academy Charter School;0;0;0;0;Fall;Pittsburgh;PA;Elementary;Front of School;Outside on School Property;Yes;1;;;2
20221025NYTOS;10;25;2022;25-10-2022;Totten High School;0;1;1;0;Fall;Staten Island;NY;High;Front of School;Outside on School Property;Yes;1;Escalation of Dispute;Both;7
20221024MOCES;10;24;2022;24-10-2022;Central Visual and Performing Arts High;2;7;9;1;Fall;St. Louis;MO;High;Inside School Building;Inside School Building;Yes;14;Indiscriminate Shooting;Random Shooting;99
20221022OHDUC;10;22;2022;22-10-2022;Duxberry Park Alternative Elementary School;0;1;1;0;Fall;Columbus;OH;Elementary;Parking Lot;Outside on School Property;No;1;;Both;99
20221022ILCHC;10;22;2022;22-10-2022;Chalmers Elementary School;1;1;2;0;Fall;Chicago;IL;Elementary;Playground;Outside on School Property;No;1;Drive-by Shooting;Both;99
20221021OHSHS;10;21;2022;21-10-2022;Shaker Heights High School;0;1;1;0;Fall;Shaker Heights;OH;High;Front of School;Outside on School Property;Yes;1;Officer-Involved Shooting;Victims Targeted;99
20221021CAGRS;10;21;2022;21-10-2022;Grant Union High School;1;0;1;0;Fall;Sacramento;CA;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;;99
20221020PAPAP;10;20;2022;20-10-2022;Parkway West High School;0;1;1;0;Fall;Philadelphia;PA;High;School Bus;School Bus;Yes;1;;Victims Targeted;99
20221020COCAD;10;20;2022;20-10-2022;Castro Elementary School;0;0;0;0;Fall;Denver;CO;Elementary;Field (General);Outside on School Property;No;1;;Neither;0
20221019TNROR;10;19;2022;19-10-2022;Rockvale Middle School;0;1;1;0;Fall;Rockvale;TN;Middle;Outside on School Property;Outside on School Property;No;1;Domestic w/ Targeted Victim;Victims Targeted;1
20221018ORJEP;10;18;2022;18-10-2022;Jefferson High School;0;2;2;0;Fall;Portland;OR;High;Beside Building;Outside on School Property;Yes;1;Drive-by Shooting;Both;12
20221018NVSUL;10;18;2022;18-10-2022;Sunrise Mountain High School;1;0;1;0;Fall;Las Vegas;NV;High;Parking Lot;Outside on School Property;No;1;;Victims Targeted;
20221017FLORT;10;17;2022;17-10-2022;Orange Grove Magnet Middle School;0;0;0;0;Fall;Tampa;FL;Middle;Front of School;Outside on School Property;Yes;1;Drive-by Shooting;Victims Targeted;99
20221017CAWIS;10;17;2022;17-10-2022;Willow Glen Middle School;0;0;0;0;Fall;San Jose;CA;Middle;Front of School;Outside on School Property;Yes;1;Drive-by Shooting;Random Shooting;99
20221016VAFAR;10;16;2022;16-10-2022;Fairfield Court Elementary School;0;3;3;0;Fall;Richmond;VA;Elementary;Front of School;Outside on School Property;No;1;;;99
20221014VAWER;10;14;2022;14-10-2022;"Westover Hills Elementary School
";1;1;2;0;Fall;Richmond;VA;Elementary;Front of School;Outside on School Property;Yes;1;Escalation of Dispute;Victims Targeted;99
20221014TNRIM;10;14;2022;14-10-2022;Riverdale High School;0;0;0;0;Fall;Murfreesboro;TN;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;99
20221014NCJAG;10;14;2022;14-10-2022;James B. Dudley High School;0;1;1;0;Fall;Greensboro;NC;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;99
20221014LAJHA;10;14;2022;14-10-2022;J.H. Williams Middle School;0;0;0;0;Fall;Abbeville;LA;Middle;Front of School;Outside on School Property;No;1;;;99
20221014LABOB;10;14;2022;14-10-2022;Bogalusa High School;0;0;0;1;Fall;Bogalusa;LA;High;Football Field/Track;Outside on School Property;No;1;;;18
20221013TXJOD;10;13;2022;13-10-2022;John W Carpenter Elementary School;0;0;0;0;Fall;Dallas;TX;Elementary;Cafeteria;Inside School Building;Yes;1;Accidental;Neither;1
20221013NYSCB;10;13;2022;13-10-2022;School Bus;0;1;1;0;Fall;Brooklyn;NY;Other;School Bus;School Bus;Yes;1;;Victims Targeted;99
20221012NCCAC;10;12;2022;12-10-2022;Cary High School;0;0;0;0;Fall;Cary;NC;High;Bathroom;Outside on School Property;Yes;1;Accidental;;1
20221011ORREP;10;11;2022;11-10-2022;Reynolds High School;0;0;0;0;Fall;Portland;OR;High;Parking Lot;Outside on School Property;Yes;1;Escalation of Dispute;;99
20221011KSSAS;10;11;2022;11-10-2022;Salina South High School;0;0;0;0;Fall;Salina;KS;High;Parking Lot;Outside on School Property;Yes;1;;;1
20221010WIJAM;10;10;2022;10-10-2022;James Madison Academic Campus;0;1;1;0;Fall;Milwaukee;WI;High;Front of School;Outside on School Property;Yes;1;;;5
20221009MAWAA;10;9;2022;09-10-2022;Walton Elementary School;0;1;1;0;Fall;Auburn;ME;Elementary;Beside Building;Outside on School Property;No;1;;;
20221008MOJCK;10;8;2022;08-10-2022;J. C. Harmon High School;0;0;0;0;Fall;Kansas City;KS;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;;99
20221007OHWHT;10;7;2022;07-10-2022;Whitmer High School;0;3;3;0;Fall;Toledo;OH;High;Football Field/Track;Outside on School Property;No;1;Escalation of Dispute;Both;12
20221007NCJHG;10;7;2022;07-10-2022;J. H. Rose High School;0;1;1;0;Fall;Greenville;NC;High;Football Field/Track;Outside on School Property;No;1;;;99
20221007MIBAB;10;7;2022;07-10-2022;Battle Creek High School;0;0;0;0;Fall;Battle Creek;MI;High;Parking Lot;Outside on School Property;No;1;Drive-by Shooting;;6
20221007AZCAP;10;7;2022;07-10-2022;Carl Hayden Community High School;0;0;0;0;Fall;Phoenix;AZ;High;Football Field/Track;Outside on School Property;No;1;;;99
20221006OHMAC;10;6;2022;06-10-2022;Marion-Franklin High School;0;0;0;0;Fall;Columbus;OH;High;Parking Lot;Outside on School Property;No;1;Escalation of Dispute;Victims Targeted;99
20221004NCPIS;10;4;2022;04-10-2022;Pinecrest High School;0;0;0;0;Fall;Southern Pine;NC;High;School Bus;School Bus;Yes;1;Accidental;Neither;
20221004MAJB;10;4;2022;04-10-2022;Jeremiah Burke High School;0;1;1;0;Fall;Boston;MA;High;Front of School;Outside on School Property;Yes;1;;Victims Targeted;
20221003MIOXO;10;3;2022;03-10-2022;Oxford Middle School;0;0;0;0;Fall;Oxford;MI;Middle;Bathroom;Inside School Building;Yes;1;Accidental;Neither;1
20221001CACOO;10;1;2022;01-10-2022;Colony High School;0;1;1;0;Fall;Ontario;CA;High;Football Field/Track;Outside on School Property;No;1;;Victims Targeted;99
